transcript_id,S1.c2,S10.c2,S11.c2,S12.c2,S2.c2,S3.c2,S4.c2,S5.c2,S6.c2,S7.c2,S8.c2,S9.c2
NR_002867,0,0,0,0,0,0,0,0,0,0,0,0
NM_007947,0,0,0,0,0,0,0,0,0,0,0,0
NM_010160,0,0,0,0,0,0,1,0,0,0,0,0
NM_010163,4684,5197,4417,3469,3997,1867,4084,4873,5584,3567,7579,5101
NM_010165,22,0,101,0,100,46,0,0,102,49,0,0
NM_080554,917,1134,893,704,777,426,868,1063,1222,737,1545,987
NM_026212,653,692,610,533,535,272,589,685,723,539,1357,713
NM_175145,4120,4260,4131,2931,3591,1726,3713,3843,4260,2812,5952,4486
NM_016914,0,0,0,0,0,0,0,0,0,0,0,0
NM_021534,682,851,698,519,573,299,649,580,611,446,774,803
NM_022995,11646,10783,10280,8001,10822,5064,11608,11318,11203,9997,21179,10479
NM_026968,842,1127,1019,686,743,391,864,887,845,715,1418,1042
NM_016918,248,276,267,208,231,107,211,407,545,286,590,265
NM_001109905,1437,1157,1521,1083,862,567,1383,1261,670,1126,2987,1487
NM_001159638,0,0,0,0,0,0,0,0,0,0,0,0
NM_177588,136,181,113,61,98,74,115,98,101,91,111,140
NM_001159635,0,155,0,0,0,68,0,89,0,1,136,2
NM_001159634,13172,13876,5775,10708,10076,4670,11437,10902,9937,3928,9183,7029
NM_001159636,0,0,0,0,0,0,0,0,0,0,0,1
NM_001159631,1,0,0,2,0,0,1,0,183,0,1,0
NM_008721,2667,3476,3156,2838,2436,1166,2460,2215,2580,1531,3142,3457
NM_027585,54,102,83,70,47,18,56,51,40,34,108,93
NM_001008498,376,411,364,305,291,148,314,358,396,233,487,418
NM_001291129,0,0,2,0,0,0,2,46,44,2,40,1
NM_029635,423,583,447,381,381,195,431,524,573,376,770,503
NM_026697,3508,4108,3267,2447,3661,1620,3246,3793,4094,2795,5295,3718
NM_029981,24830,14972,14339,11040,17552,9007,19309,16139,10994,15591,28553,14395
NM_001291120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291121,0,1,0,0,0,0,2,0,4,0,2,0
NM_001291122,44,101,31,34,35,27,109,29,123,32,111,30
NM_001291123,0,0,0,0,0,0,0,0,0,0,0,0
NM_178036,0,0,0,0,0,0,0,0,0,0,0,0
NM_011162,514,394,1,2,504,3,0,3,1,447,5,0
NM_030135,0,0,0,0,0,0,0,0,0,0,0,0
NM_021409,223,273,240,173,183,101,185,209,231,114,279,256
NM_206942,0,0,0,0,0,0,0,0,0,0,0,0
NM_206941,0,0,0,0,0,0,0,0,0,0,0,0
NM_026361,1047,940,808,514,760,411,883,596,804,462,958,821
NM_001024856,344,771,682,454,1099,553,829,8,944,720,1000,1135
NM_130884,2186,2981,2385,1844,1996,982,1934,2291,2455,1640,3621,2535
NM_001024857,742,492,373,392,0,8,306,1017,0,23,602,18
NM_021331,0,0,0,0,0,0,0,0,0,0,0,0
NM_001244903,2167,1462,1254,1020,2099,974,1741,1243,1289,865,2115,1524
NM_001276422,411,370,324,310,153,136,279,220,198,264,404,424
NM_021335,660,795,645,554,720,287,636,772,911,630,1133,748
NM_025980,20,14,16,10,8,6,7,11,8,3,10,18
NM_177054,0,0,0,0,0,0,0,0,0,0,0,0
NM_001198877,0,0,0,0,0,0,0,0,0,0,2,0
NM_008091,5,18,0,0,0,0,5,5,6,3,9,4
NM_008093,2882,2610,1766,1474,2405,794,2013,2148,2435,1917,4055,2196
NM_008652,22,15,22,33,28,16,16,165,395,136,244,31
NM_008653,0,3,0,0,0,0,0,0,0,0,0,0
NM_001205076,0,1227,0,0,0,194,0,489,0,0,0,0
NM_009702,1901,1786,1484,1437,1303,495,1696,2034,2042,1614,2830,1653
NM_207705,52,57,39,1483,37,820,32,27,35,22,132,38
NM_001011835,0,0,0,0,0,0,0,0,0,0,0,0
NM_011012,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141982,5,141,109,145,6,1,4,4,7,5,195,7
NM_016873,6408,7421,6671,4919,4683,2612,5190,9771,5986,8918,20244,7052
NM_001114124,0,889,1154,0,0,336,76,0,0,0,0,0
NM_001114125,592,163,137,109,1375,49,342,601,550,28,909,535
NM_172979,0,0,8,0,0,0,0,0,0,0,0,2
NM_175400,1311,1382,1241,940,1181,571,1102,1268,1461,946,1734,1322
NM_207236,0,0,0,0,0,0,0,0,0,0,0,0
NM_133779,2562,2460,2106,1778,2387,1002,2136,2963,3760,2213,4389,2432
NM_029163,0,0,0,0,0,0,2,0,0,0,0,0
NM_172977,1395,1482,1464,1052,1194,540,1264,1478,1771,918,2025,1495
NM_001276332,0,0,0,178,0,0,0,0,0,0,0,346
NM_008383,0,0,1202,12,0,607,0,0,0,693,0,0
NM_146818,0,0,0,0,0,0,0,0,0,0,0,0
NR_030565_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290734,0,0,0,69,0,0,506,330,0,0,0,0
NM_026981,172,238,153,158,156,71,134,205,244,149,313,194
NM_019806,3523,3935,3371,2459,3423,1453,3263,2936,3312,2194,4513,3534
NM_020593,194,165,279,191,365,123,148,209,178,194,557,166
NM_008274,0,0,0,0,0,0,0,0,0,0,0,0
NM_029293,808,1039,812,626,760,364,728,829,974,577,1295,823
NM_020595,0,0,0,0,0,0,0,0,0,0,0,3
NM_020594,79,102,111,59,74,33,86,70,104,65,157,87
NM_033145,0,0,0,0,0,0,0,0,0,0,0,0
NM_145973,0,0,0,0,0,0,0,0,2,0,0,0
NM_146887,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085521,9,0,5,15,9,4,0,3,13,5,7,12
NM_146885,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291210,0,0,0,0,54,0,0,54,0,38,40,0
NM_178851,1538,970,1393,545,1222,514,721,1311,1328,777,816,1939
NM_001291211,236,244,205,241,236,138,186,187,282,421,340,177
NM_146888,0,0,0,0,0,0,0,0,0,0,0,0
NM_146889,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164770,207,541,314,389,170,91,432,588,361,225,484,429
NM_001164772,136,138,116,128,129,58,182,176,162,88,570,350
NM_001003915,2,2,0,0,0,0,0,5,0,0,0,9
NM_020575,1087,1349,1100,868,762,521,941,1026,1054,829,1595,1268
NM_001290733,584,557,520,326,473,248,2,5,396,276,516,493
NM_001290730,0,9,0,0,0,0,0,0,0,0,0,0
NM_001290731,0,0,0,0,0,0,0,0,0,0,0,0
NM_146950,0,0,0,0,0,0,0,0,0,0,0,0
NM_146951,0,0,0,0,0,0,0,0,0,0,0,0
NM_173750,1,2,1,3,1,0,1,1,1,2,2,1
NM_001290735,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285507,442,502,498,233,545,239,418,505,500,314,563,360
NM_008275,0,0,0,0,0,0,0,0,0,0,0,0
NM_008276,2,6,5,14,24,0,7,5,10,3,0,15
NM_001012305,0,0,0,0,0,0,0,0,0,0,0,0
NM_008273,0,0,0,0,0,0,0,0,0,0,0,0
NM_008078,1,1,7,1,0,0,0,41,67,7,6,2
NM_001199147,1,0,0,0,1,1,1,0,1,0,0,1
NM_001199146,526,618,447,725,855,390,432,641,513,395,801,284
NM_029362,4403,4947,4117,3296,3867,1814,4143,4547,5147,3836,7765,4725
NM_001291483,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291482,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291481,0,0,16,0,30,0,0,24,14,55,0,0
NM_145378,0,3,0,47,0,0,0,0,0,0,0,0
NM_001289716,758,924,702,569,1068,297,728,704,883,673,1009,1296
NM_146771,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085453,6720,6814,5819,4056,4885,2601,5879,5881,6250,3911,8864,6612
NM_175752,522,690,575,427,388,201,360,606,1337,740,1118,610
NM_001085450,230,0,198,140,215,144,127,142,294,279,243,245
NM_019835,1652,2414,2119,1676,1559,793,1669,3497,5139,2370,6198,2210
NM_025946,104,124,142,159,156,40,29,94,142,145,174,122
NM_007389,0,6,0,0,0,0,4,4,0,9,13,0
NM_001285446,0,0,0,0,0,0,0,10,0,57,0,1
NM_025619,0,0,0,2,0,0,6,0,6,0,2,0
NM_007380,309,343,342,170,234,142,357,441,462,416,871,281
NM_025613,2943,3489,3132,2031,3208,1326,2882,2864,3127,2051,3721,3129
NM_146769,0,0,0,0,0,0,0,0,0,0,0,0
NM_007387,3313,3793,3271,2090,2596,1259,2803,3010,3207,2291,4635,3718
NM_008077,0,0,2,0,0,0,0,0,2,0,0,0
NM_146768,0,0,0,0,0,0,0,0,0,0,0,0
NM_023876,359,447,317,225,272,137,298,350,392,256,495,372
NM_023871,737,625,569,608,1100,325,1431,342,1524,582,2030,1458
NM_001081005,452,762,686,469,507,229,575,713,844,605,1602,639
NM_001081006,251,3,0,7,3,168,0,0,0,0,0,350
NM_001082974,49,53,46,46,46,11,44,55,79,64,103,48
NR_040358,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166603,0,0,0,0,0,0,0,0,0,0,0,0
NR_027509,0,0,0,0,0,0,48,60,47,0,128,0
NM_001166604,0,0,0,0,0,0,0,0,0,0,0,0
NM_146402,0,0,0,0,0,0,0,0,0,0,0,0
NM_146403,0,0,0,0,0,0,0,0,0,0,0,0
NM_175190,1992,3389,2733,1803,2194,1030,2504,1901,3567,1879,4341,2829
NM_146401,0,0,0,0,0,0,0,0,0,0,0,0
NM_146406,0,0,0,0,0,0,0,0,0,0,0,0
NR_002687,102,180,194,116,122,61,0,206,341,104,256,141
NM_146404,0,0,0,0,0,0,0,0,0,0,0,0
NM_146405,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136063,3,0,0,0,0,0,0,0,0,0,0,0
NM_146408,0,0,0,0,0,0,0,0,0,0,0,0
NM_146409,0,0,0,0,0,0,0,0,0,0,0,0
NM_011414,1,68,23,28,0,4,1,51,86,33,142,20
NM_001080711,0,0,0,0,0,0,0,0,0,0,2,0
NM_172409,1311,1587,1427,1139,1320,751,1507,1205,1424,1210,1914,1617
NM_145994,301,361,337,166,216,135,316,442,444,389,675,258
NM_146766,0,0,0,0,0,0,0,0,0,0,0,0
NM_207154,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159570,223,174,129,161,88,61,139,243,97,104,119,124
NM_207150,0,0,0,0,0,0,0,0,0,0,0,0
NM_207151,0,0,0,0,0,0,0,0,0,0,0,0
NR_030454,31,49,25,24,76,13,29,36,49,39,57,39
NM_021546,17,27,13,38,36,12,26,14,21,24,28,47
NM_001177543,0,0,0,0,0,0,0,0,0,0,0,0
NM_019642,12822,15685,13129,9636,11042,5016,11652,13825,15809,10861,21890,14320
NM_001083959,0,0,0,0,0,0,0,0,0,0,0,0
NM_010190,0,0,0,0,0,0,0,0,0,0,0,0
NM_001114079,4,8,0,4,2,0,0,10,7,5,31,0
NM_023057,303,441,339,249,219,102,374,430,401,305,602,395
NM_001100416_4,0,0,0,0,0,0,0,0,0,0,648,0
NM_013679,0,0,0,0,0,0,0,0,0,0,0,0
NM_001100416_5,0,0,0,0,0,0,0,0,0,0,0,0
NM_146532,0,0,0,0,0,0,0,0,0,0,0,0
NR_028540,20,27,14,20,21,8,13,15,9,12,38,14
NM_146531,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081091,202,286,198,197,198,87,220,241,254,127,366,248
NR_027876,181,88,28,47,44,39,29,35,38,76,129,92
NM_001256055,1232,1492,1144,886,1340,655,999,1419,1668,1095,2249,1256
NM_018766,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099331,0,0,0,0,0,0,0,0,0,0,0,0
NM_170588,1220,487,229,456,1320,131,1449,1670,1850,666,1467,946
NM_011373,258,249,256,235,278,124,273,276,260,164,427,285
NM_001048148,1180,1204,1002,977,895,420,821,875,1010,540,1499,1119
NR_027899,0,0,0,0,0,0,0,0,0,0,0,0
NM_001048142,0,0,0,3,0,0,0,23,0,32,41,0
NR_027890,11,8,8,36,40,5,35,1,17,15,43,9
NM_001048141,0,0,0,0,0,0,0,0,0,0,18,0
NM_010285,0,0,0,0,0,0,0,9,0,0,5,0
NM_001278788,0,0,0,0,0,0,0,0,0,0,0,0
NM_146628,0,0,0,0,0,0,0,0,0,0,0,0
NM_011576,632,640,490,654,545,179,609,741,700,732,1199,528
NM_146622,0,0,0,0,0,0,0,0,0,0,0,0
NM_146623,0,0,0,0,0,0,0,0,0,0,0,0
NM_146627,0,0,0,0,0,0,0,0,0,0,0,0
NM_146624,0,0,0,0,0,0,0,0,0,0,0,0
NM_146625,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177785,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163701,708,1010,779,343,437,0,388,570,1086,694,1242,854
NM_001177787,0,0,0,0,0,0,0,0,0,0,41,0
NM_001177786,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177789,0,0,0,0,0,0,0,0,0,0,0,0
NM_080788,0,0,0,0,0,0,0,0,0,0,0,0
NM_177139,0,0,0,0,0,0,0,0,0,0,0,0
NM_183181,0,0,0,0,0,0,2,0,0,0,0,0
NM_001077507,0,0,0,0,85,0,0,0,0,0,0,0
NR_045838,0,0,0,0,0,0,0,0,0,0,0,0
NM_199038,0,0,0,0,0,0,0,0,0,0,0,0
NR_033572,320,334,11,277,2,3,237,3,6,7,375,9
NM_027977,1380,1745,1358,946,1205,494,1146,1334,1354,1022,1966,1566
NM_009135,13401,15415,13367,9912,11286,6713,12386,9595,7713,7853,15793,15849
NM_021275,0,0,0,0,0,0,0,0,0,0,0,0
NM_009133,2,5,2,7,7,0,8,0,0,0,7,9
NM_053263,2429,2180,4059,890,2510,649,1870,3340,4597,6354,12743,2104
NM_001291002,406,562,552,364,365,222,506,568,782,427,763,398
NM_001291000,169,390,302,235,270,41,205,78,0,224,279,318
NM_026519,765,921,769,636,702,332,649,797,878,573,1186,874
NM_001291005,0,0,0,0,0,0,1,0,0,0,0,0
NM_010376,2914,3109,1749,2264,2744,1205,2477,3361,3622,2016,3826,3366
NM_011484,1098,1281,1122,922,1062,581,1022,1074,1065,723,1561,1215
NM_007952,22689,31049,24965,15799,20392,9352,22037,27322,34503,19350,39283,27127
NR_002854,0,0,0,0,0,0,0,0,0,0,0,0
NM_011481,0,5,0,0,0,0,0,0,0,4,3,0
NM_146641,0,0,0,0,0,0,0,0,0,0,0,0
NM_001045554,0,0,0,0,0,0,0,0,0,0,0,0
NM_021507,1,0,0,0,0,0,336,0,0,0,73,0
NM_001011804,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277096,0,35,0,25,16,0,0,76,28,0,71,0
NM_001011803,0,0,0,0,0,0,0,0,0,0,0,0
NM_022989,327,385,245,235,256,160,255,360,424,259,529,351
NM_172676,11,17,21,19,21,9,11,10,11,15,21,28
NM_027600,0,0,0,0,0,0,0,0,0,0,0,0
NR_033459,8,21,13,13,11,6,9,12,30,3,12,17
NM_001011787,0,0,0,0,0,0,0,0,0,0,0,0
NM_009628,2624,3008,2548,2069,2580,1028,2629,2731,3019,2329,4581,2737
NM_001011784,0,0,0,0,0,0,0,0,0,0,0,0
NM_008714,3036,2646,2556,2153,2238,1289,2366,2922,2662,1816,5130,3148
NM_001159640,136,163,173,0,0,3,0,0,104,0,238,0
NM_001159641,35,0,0,3,0,79,0,124,0,0,0,0
NR_045264,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159646,150,261,255,159,221,113,217,303,306,252,448,159
NM_029629,167,184,136,119,138,36,152,144,115,103,207,167
NM_001291137,0,0,0,20,0,0,0,0,24,0,0,0
NM_001291136,343,332,346,0,238,0,194,0,401,0,581,371
NM_001291135,205,272,24,25,87,1,105,163,188,97,372,30
NM_001291134,394,599,698,682,525,286,555,524,382,776,433,566
NM_001177848,15,0,8,5,11,4,0,9,0,0,9,7
NM_001291130,0,0,0,0,0,0,0,0,22,0,0,0
NM_026422,499,627,494,385,473,239,435,525,581,377,828,577
NM_026425,36,192,88,78,207,113,102,239,272,219,369,61
NM_001242943,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242940,0,0,0,0,2,0,0,0,0,0,0,0
NM_001177624,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242944,6,0,0,0,0,0,0,0,0,0,0,0
NM_054055,0,0,0,0,0,0,0,0,0,0,8,0
NM_025991,399,437,428,300,374,164,316,435,532,288,613,446
NM_054050,3482,3690,3286,2817,3156,1579,3254,3230,3502,2470,5253,3928
NM_025996,983,321,39,257,40,156,839,607,388,105,282,161
NM_173397,538,441,426,303,313,204,388,346,374,272,553,577
NM_001276431,0,0,0,0,0,0,0,0,0,0,0,0
NM_144818,14,20,30,18,21,0,27,237,515,226,324,26
NR_024487,3,141,20,90,64,61,86,56,104,85,62,105
NM_001177840,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042630,0,0,0,0,0,0,0,0,0,0,0,0
NM_001111289,905,1857,1032,865,1513,724,1227,1763,2551,928,3429,1273
NM_008665,0,0,0,0,0,0,0,0,0,0,0,0
NR_015591,61,90,13,61,16,9,31,5,21,72,69,62
NM_172980,0,0,0,0,0,0,0,0,3,0,3,2
NM_009715,216,236,0,145,186,0,646,230,216,174,220,173
NM_001171680,0,0,0,0,0,0,0,0,0,0,0,0
NM_011025,0,3,0,0,0,0,5,0,0,0,0,0
NM_025428,47,91,0,32,2,13,74,37,58,45,53,0
NM_133701,2112,2350,2172,1607,1594,835,1831,1863,2015,1343,3067,2199
NM_025422,442,484,463,174,361,158,391,218,238,267,203,367
NM_001006675,0,0,0,0,0,0,0,0,0,0,0,0
NM_007379,2420,2931,2468,2110,2227,1073,2195,1258,1403,916,1994,2816
NM_153557,509,570,437,468,464,187,373,342,348,293,544,486
NM_153558,0,0,0,0,0,0,0,0,0,0,0,0
NM_153559,815,888,758,618,647,353,676,727,733,556,1121,862
NM_010990,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006678,0,0,0,0,0,0,0,0,0,0,0,0
NM_028802,260,134,537,0,19,78,138,199,263,98,483,146
NM_028804,124,87,120,81,161,105,295,89,126,95,212,127
NM_028806,0,0,0,0,0,0,2,0,3,0,0,0
NM_028809,619,806,626,558,716,313,636,709,823,543,1093,675
NM_029282,709,745,578,476,575,272,527,677,802,433,1040,716
NM_019811,990,1274,1060,750,781,411,751,738,731,523,1054,1145
NM_020580,886,1041,747,677,741,323,767,875,1102,713,1496,972
NM_007579,0,0,0,0,0,0,0,0,0,0,0,0
NM_009408,1913,1988,1761,1289,1680,760,1692,2174,2429,1469,3196,1831
NM_153089,0,0,0,0,0,0,0,0,0,0,95,0
NM_145742,49,77,57,150,129,0,347,157,74,84,306,46
NM_145744,0,0,0,0,0,0,0,0,0,0,0,0
NM_133242,2103,3696,2682,2127,3505,1174,2356,2534,2190,1591,3740,2383
NM_148929,1346,1700,1300,1260,1197,514,1073,897,807,682,1830,1427
NM_148928,1098,1115,1086,877,814,475,770,909,1014,366,1616,1048
NM_133207,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164769,71,74,45,31,134,50,43,33,69,45,92,185
NM_001164768,29,37,36,41,52,19,438,46,16,19,368,256
NM_198029,0,0,0,0,0,0,0,0,0,0,0,0
NR_105783,0,0,0,0,0,0,0,0,0,0,0,0
NM_030021,225,177,140,103,147,85,148,102,65,58,128,181
NM_031256,854,1006,846,619,770,384,776,796,922,621,1317,894
NM_146400,0,0,0,0,0,0,0,0,0,0,0,0
NM_028716,52,92,46,36,41,15,45,150,301,128,217,61
NM_001012336,1508,1923,1300,1012,1345,585,1330,1058,1688,908,1669,1254
NM_001012335,120,4,150,87,118,0,61,170,197,1,145,31
NM_029375,0,0,0,0,0,0,0,0,0,0,0,0
NM_008045,0,0,0,0,0,0,0,0,0,0,0,0
NM_029370,0,0,0,0,0,0,0,4,2,0,2,0
NM_001199955,0,0,0,0,0,0,0,0,0,0,0,0
NM_146407,0,0,0,0,0,0,0,0,0,0,0,0
NM_146323,0,0,0,0,0,0,0,0,0,0,0,0
NM_139139,180,245,202,162,139,72,159,151,171,144,310,226
NM_023266,187,170,0,0,0,0,81,101,91,121,0,106
NM_146320,0,0,0,0,0,0,0,0,0,0,0,0
NM_028028,262,303,272,197,234,104,211,236,248,154,368,271
NM_144892,1460,1587,1338,1268,1257,556,1250,1329,1517,818,2298,1486
NM_146984,0,0,0,0,0,0,0,0,0,0,0,0
NM_146983,0,0,0,0,0,0,0,0,0,0,0,0
NM_146982,0,0,0,0,0,0,0,0,0,0,0,0
NM_146981,0,0,0,0,0,0,0,0,0,0,0,0
NM_146980,0,0,0,0,0,0,0,0,0,0,0,0
NM_175211,117,169,136,129,154,66,144,84,103,46,160,167
NM_001285459,265,353,319,223,213,97,252,336,523,303,527,301
NM_001285458,0,0,0,0,0,0,0,0,0,0,0,0
NM_023464,523,644,547,479,528,195,544,581,755,428,872,621
NM_001113246,0,4,0,0,0,0,4,13,14,9,14,2
NM_032393,0,1,0,0,0,0,0,0,0,0,0,0
NM_177850,0,0,0,0,0,0,0,0,0,0,0,0
NM_177852,0,0,53,0,0,0,1,0,2,1,1,128
NM_001011795,0,0,0,0,0,0,0,0,0,0,0,0
NM_007398,56,56,40,47,6,0,11,73,195,116,239,98
NM_001011796,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290997,0,0,0,0,0,0,0,0,0,0,0,0
NM_007396,2275,2650,2216,1663,2137,1123,2126,2032,1770,1605,2626,2709
NM_080562,0,0,0,0,0,0,0,0,0,0,0,0
NM_007394,881,773,526,538,593,325,1021,552,510,393,1156,735
NM_010579,1234,1381,1209,993,1069,484,1116,1712,2203,1365,2995,1308
NM_028158,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204875,1795,1953,1767,929,1224,872,982,3445,3705,2308,2629,1098
NM_001085518,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290992,0,0,0,0,0,0,0,89,0,0,0,302
NR_040500,0,0,0,0,0,0,0,0,0,0,0,0
NM_175692,24,182,107,118,19,10,17,36,25,13,89,179
NR_039536,14,9,5,11,5,1,13,5,2,3,11,17
NM_144890,0,0,0,0,0,0,0,0,0,2,0,0
NR_029528,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290991,0,0,0,334,0,111,0,0,0,0,347,0
NM_146437,0,0,0,0,0,0,0,0,0,0,0,0
NM_146436,0,0,0,0,0,0,0,0,0,0,0,0
NM_146435,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136055,447,90,55,0,696,198,40,55,106,55,49,355
NM_146433,0,0,0,0,0,0,0,0,0,0,0,0
NM_001272052,19,32,31,21,39,33,45,111,42,78,99,0
NM_013524,3,7,3,0,0,0,0,0,2,0,2,2
NM_207264,156,166,22,21,15,0,19,22,210,56,218,127
NM_023595,195,190,122,142,107,46,123,296,706,200,436,260
NM_181734,998,1049,791,0,974,395,872,752,1167,518,1031,1015
NR_037254_6,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242382,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242383,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039095,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290503,2313,2296,1937,1333,1968,981,1692,1501,1098,1180,2055,1921
NR_037256_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037256_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037256_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290509,0,0,0,0,0,0,60,0,0,0,0,0
NM_001290508,5,3,2,1,2,165,1,0,2,3,2,1
NR_037256_6,0,0,0,0,0,0,0,0,0,0,0,0
NM_009398,1650,3470,2588,2539,2221,1591,3058,3422,2761,2572,4808,2844
NR_030710,114,151,212,195,108,55,105,122,235,0,274,0
NM_001256480,0,0,0,0,0,0,0,0,1,0,0,0
NR_030712,0,0,0,0,0,0,0,0,0,0,0,0
NM_009394,0,0,0,0,0,0,0,0,0,0,0,0
NM_001007581,454,521,428,375,382,160,374,381,426,266,597,456
NR_030716,462,439,368,362,413,176,395,438,528,319,721,478
NM_147051,0,0,0,0,0,0,0,0,0,0,0,0
NM_008867,5839,6415,5176,3796,4733,2021,4770,3764,3601,3094,6281,5615
NM_023043,0,0,0,0,0,0,0,0,0,0,0,0
NM_010762,4,4,2,0,5,0,7,3,5,0,6,5
NM_010761,958,1085,885,711,800,389,699,761,865,625,1231,1039
NM_001004721,617,762,624,416,640,264,586,675,807,498,1038,732
NR_030454_1,29,46,21,24,70,13,26,32,46,38,54,37
NM_001164689_1,134,0,0,0,0,0,131,0,168,0,0,150
NM_175034,3,4,3,0,0,0,2,0,0,2,0,3
NR_111898,0,0,0,0,0,0,0,0,0,0,0,0
NR_111899,0,0,0,0,0,0,0,0,0,0,31,0
NR_111895,0,144,0,0,343,328,92,285,287,143,81,137
NR_111897,0,0,0,0,0,0,0,0,0,0,0,0
NR_111890,250,386,487,228,181,76,207,305,276,323,402,273
NR_111891,43,98,0,0,0,43,102,0,60,0,77,0
NM_144894,8,5,70,0,0,0,70,7,8,0,12,122
NM_001171616,0,0,0,0,0,0,0,0,0,0,0,0
NM_027290,0,7,2,0,7,0,3,139,277,129,180,3
NM_001099301,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099308,0,0,0,0,360,0,0,0,0,0,0,0
NM_027748,761,744,708,459,529,307,601,510,507,389,862,723
NM_001025594,535,651,646,472,621,0,347,205,618,407,938,0
NM_001271498,2,8,18,9,6,0,3,6,40,2,124,4
NR_037265_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265_3,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271492,18,24,25,30,15,0,15,38,31,33,81,36
NM_001271497,38,41,0,0,0,2,37,23,19,0,1,26
NM_023130,1562,1679,1573,1389,1596,664,1636,1496,2028,1139,2708,1448
NM_001163483,0,0,0,0,0,0,0,0,0,0,0,0
NM_001286983,0,0,0,0,0,0,0,0,0,0,0,0
NM_001286981,0,0,0,0,0,0,0,200,170,0,0,0
NR_037261_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163247,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_6,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109690,1426,1408,1003,1107,882,715,1325,1178,1313,983,1839,1592
NM_001077514,324,264,259,176,156,126,153,252,166,154,261,322
NR_027371,1293,1198,1742,1056,783,406,31,918,2225,794,1088,1100
NM_001077510,10558,12345,9638,7259,7923,4365,8513,7044,7170,4339,8636,9999
NM_001177758,0,0,0,861,0,0,273,378,255,0,0,416
NM_001129999,10,5,24,1234,9,18,632,12,12,15,20,11
NM_001110145,2159,2574,2157,1839,2174,997,2299,2495,3269,2200,4228,2232
NM_001177752,1665,439,383,371,433,0,332,0,196,1000,1254,231
NM_001177753,3,2,2,4,2,2,3,1,1,3,3,2
NM_001110496,0,0,0,0,0,15,0,0,23,0,0,0
NM_001177756,0,0,0,0,83,0,0,0,0,0,0,0
NM_001177757,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177754,0,0,0,0,83,0,0,0,0,0,0,0
NM_001177755,924,4366,1474,1793,988,1015,1598,796,916,662,1175,991
NM_001001297,0,42,40,52,40,0,0,32,30,11,32,17
NM_019488,978,1005,897,721,765,344,628,604,644,455,996,972
NR_002846,0,0,0,0,0,0,0,0,13,3,4,0
